2023 05 MAY,EAGLE LAKE RBT,16512,8.5,TORREY LAKE,FREMONT
2023 05 MAY,EAGLE LAKE RBT,601,8.1,TURNER RESERVOIR,WESTON
2023 05 MAY,EAGLE LAKE RBT,4540,7.9,TWIN BUTTES RES,ALBANY
2023 05 MAY,EAGLE LAKE RBT,54492,7.7,WHEATLAND RESERVOIR 3,ALBANY
2023 05 MAY,EAGLE LAKE RBT,540,7.7,YESNESS POND,NATRONA
2023 05 MAY,FALL RAINBOW,752,8.5,ARROWHEAD SPRING POND,SWEETWATER
2023 05 MAY,FALL RAINBOW,5042,4.6,BEULAH BELLE LAKE,NATRONA
2023 05 MAY,FALL RAINBOW,22489,3.9,BIG SANDY RESERVOIR,SWEETWATER
2023 05 MAY,FALL RAINBOW,16800,3.9,BIGHORN RIVER WW TO BLACK MOUNTAIN BRIDGE,HOT SPRINGS
2023 05 MAY,FALL RAINBOW,983,4.5,BUFFALO BONES,NATRONA
2023 05 MAY,FALL RAINBOW,1000,9,CCC POND,SUBLETTE
2023 05 MAY,FALL RAINBOW,201523,4.5,FLAMING GORGE RESERVOIR,SWEETWATER
2023 05 MAY,FALL RAINBOW,3120,8.5,FREMONT LAKE,SUBLETTE
2023 05 MAY,FALL RAINBOW,406,6.3,LOST SOLDIER RESERVOIR,SWEETWATER
2023 05 MAY,FALL RAINBOW,1504,6.2,MACINTOSH #2 POND ,FREMONT
2023 05 MAY,FALL RAINBOW,248,3.8,NORTH SAYLES RESERVOIR 1,JOHNSON
2023 05 MAY,FALL RAINBOW,211,9.5,PINEDALE KIDS POND,SUBLETTE
2023 05 MAY,FALL RAINBOW,932,9,PINEDALE TOWN POND,SUBLETTE
2023 05 MAY,FALL RAINBOW,852,9.7,ROCK SPRINGS POND,SWEETWATER
2023 05 MAY,FALL RAINBOW,400,3.8,SOUTH SAYLES RESERVOIR  1,JOHNSON
2023 05 MAY,FALL RAINBOW,400,3.8,SOUTH SAYLES RESERVOIR  2,JOHNSON
2023 05 MAY,FALL RAINBOW,750,8.5,SWEETWATER KIDS POND,SWEETWATER
2023 05 MAY,KOKANEE SALMON,103179,3.1,BOYSEN RESERVOIR,FREMONT
2023 05 MAY,KOKANEE SALMON,480474,2.4,FLAMING GORGE RESERVOIR,SWEETWATER
2023 05 MAY,KOKANEE SALMON,2610,4.9,FONTENELLE RESERVOIR,LINCOLN
2023 05 MAY,KOKANEE SALMON,75024,2.7,HATTIE LAKE,ALBANY
2023 05 MAY,KOKANEE SALMON,43713,2.7,PATHFINDER RESERVOIR,NATRONA
2023 05 MAY,KOKANEE SALMON,15980,3.3,SULPHUR CREEK RESERVOIR,UINTA
2023 05 MAY,SNAKE RIVER CUTTHROAT,303,9.4,DIAMONDVILLE POND,LINCOLN
2023 05 MAY,SNAKE RIVER CUTTHROAT,449,9.4,KEMMERER COMMUNITY POND,LINCOLN
2023 05 MAY,SNAKE RIVER CUTTHROAT,910,10.3,MURPHY LAKE LOWER,LINCOLN
2023 05 MAY,SNAKE RIVER CUTTHROAT,10000,4.9,SHOSHONE RIVER CORBETT DAM TO WILLWOOD DAM,PARK
2023 05 MAY,SNAKE RIVER CUTTHROAT,500,9.5,SWIFT CREEK RESERVOIR LOWER,LINCOLN
2023 05 MAY,SNAKE RIVER CUTTHROAT,249,9.5,SWIFT CREEK RESERVOIR UPPER,LINCOLN
2023 05 MAY,SNAKE RIVER CUTTHROAT,490,10,YESNESS POND,NATRONA
2023 05 MAY,SPLAKE,9992,3.8,LOWER SUNSHINE RESERVOIR,PARK
2023 05 MAY,TIGER TROUT (BKT X BNT),503,3.6,CROW RESERVOIR LOWER N,LARAMIE
2023 05 MAY,TIGER TROUT (BKT X BNT),3062,3.7,DIAMOND CREEK DIKE POND,PARK
2023 05 MAY,TIGER TROUT (BKT X BNT),225,3.7,EAST NEWTON LAKE,PARK
2023 05 MAY,TIGER TROUT (BKT X BNT),549,7.4,SARATOGA LAKE,CARBON
2023 05 MAY,TIGER TROUT (BKT X BNT),498,3.6,SHEEPHERDERS RESERVOIR,NATRONA
2023 05 MAY,TIGER TROUT (BKT X BNT),4951,3.7,SOUTH FORK DIKE POND,PARK
2023 05 MAY,WALLEYE,105821,0.4,GLENDO RESERVOIR,PLATTE
2023 05 MAY,YELLOWSTONE CUTTHROAT,743,11.8,BASIN WATERPLANT POND,BIG HORN
2023 05 MAY,YELLOWSTONE CUTTHROAT,224,8,IDAHO CREEK STATE POND 1,PARK
2023 05 MAY,YELLOWSTONE CUTTHROAT,168,8,IDAHO CREEK STATE POND 2,PARK
2023 05 MAY,YELLOWSTONE CUTTHROAT,10212,7.1,LOWER SUNSHINE RESERVOIR,PARK
2023 05 MAY,YELLOWSTONE CUTTHROAT,2003,8.9,SLOANS LAKE,LARAMIE
2023 05 MAY,YELLOWSTONE CUTTHROAT,630,10.9,SOUTH WORLAND POND,WASHAKIE
2023 05 MAY,YELLOWSTONE CUTTHROAT,55655,7.1,UPPER SUNSHINE RESERVOIR,PARK
2023 05 MAY,YELLOWSTONE CUTTHROAT,2613,7.2,WEST NEWTON LAKE,PARK
2023 04 APRIL,BEAR RIVER CUTTHROAT,15440,7.9,ALCOVA RESERVOIR,NATRONA
2023 04 APRIL,BEAR RIVER CUTTHROAT,5040,4.7,ALSOP LAKE,ALBANY
2023 04 APRIL,BEAR RIVER CUTTHROAT,8000,4.9,BIGHORN RIVER WW TO BLACK MOUNTAIN BRIDGE,HOT SPRINGS
2023 04 APRIL,BEAR RIVER CUTTHROAT,21886,4.8,DIAMOND LAKE,CARBON
2023 04 APRIL,BEAR RIVER CUTTHROAT,14870,5.8,GREEN RIVER (B SANDY-CCC),SWEETWATER
2023 04 APRIL,BEAR RIVER CUTTHROAT,18396,4.7,HATTIE LAKE,ALBANY
2023 04 APRIL,BEAR RIVER CUTTHROAT,15051,4.6,SHOSHONE RIVER WILLWOOD DAM TO MORMON DAM,PARK
2023 04 APRIL,BROOK TROUT,10997,3.6,GOLDENEYE RESERVOIR,NATRONA
2023 04 APRIL,BROWN TROUT,1249,6.6,BLACK HILLS POWER AND LIGHT RESERVOIR,WESTON
2023 04 APRIL,CHANNEL CATFISH,504,6.3,BIG MUDDY POND,CONVERSE
2023 04 APRIL,CHANNEL CATFISH,28000,6.3,GLENDO RESERVOIR,PLATTE
2023 04 APRIL,CHANNEL CATFISH,4956,6.3,HAWK SPRINGS RES,GOSHEN
2023 04 APRIL,CHANNEL CATFISH,2400,6.3,KINNEAR LAKE,FREMONT
2023 04 APRIL,CHANNEL CATFISH,10500,6.3,NORTH PLATTE RIVER GLEN-PPL,CONVERSE
2023 04 APRIL,CHANNEL CATFISH,1806,6.3,PACKERS LAKE,GOSHEN
2023 04 APRIL,CHANNEL CATFISH,3150,6.3,WHEATLAND RESERVOIR 1,PLATTE
2023 04 APRIL,COLORADO RIVER CUTTHROAT,3000,3.9,LEAZENBY LAKE,ALBANY
2023 04 APRIL,EAGLE LAKE RBT,15000,5,BIGHORN RIVER WW TO BLACK MOUNTAIN BRIDGE,HOT SPRINGS
2023 04 APRIL,EAGLE LAKE RBT,200,7.9,BLACK ELK POND,WESTON
2023 04 APRIL,EAGLE LAKE RBT,8580,7.7,CRYSTAL RES,LARAMIE
2023 04 APRIL,EAGLE LAKE RBT,1000,9.1,DEAVER RESERVOIR,PARK
2023 04 APRIL,EAGLE LAKE RBT,490,6.3,EAST NEWTON LAKE,PARK
2023 04 APRIL,EAGLE LAKE RBT,2728,6.5,GELATT LAKE BIG,ALBANY
2023 04 APRIL,EAGLE LAKE RBT,2146,7.7,GILLETTE FISHING LK,CAMPBELL
2023 04 APRIL,EAGLE LAKE RBT,8316,7.7,GRANITE RES,LARAMIE
2023 04 APRIL,EAGLE LAKE RBT,30096,7.6,GREEN RIVER (B SANDY-CCC),SWEETWATER
2023 04 APRIL,EAGLE LAKE RBT,19770,7.4,HATTIE LAKE,ALBANY
2023 04 APRIL,EAGLE LAKE RBT,50,7.9,HIGH COUNTRY PARK POND,CAMPBELL
2023 04 APRIL,EAGLE LAKE RBT,600,7.8,SUNDANCE FAIRGROUND POND,CROOK
2023 04 APRIL,FALL RAINBOW,5509,4.1,ALSOP LAKE,ALBANY
2023 04 APRIL,FALL RAINBOW,200,8.5,BOULDER STATION PD UPPER,SUBLETTE
2023 04 APRIL,FALL RAINBOW,33030,4.2,GOLDENEYE RESERVOIR,NATRONA
2023 04 APRIL,FALL RAINBOW,8757,8.2,GREEN RIVER (B SANDY-CCC),SWEETWATER
2023 04 APRIL,FALL RAINBOW,3330,4.1,LEAZENBY LAKE,ALBANY
2023 04 APRIL,FALL RAINBOW,760,8.7,MARBLETON TOWN POND,SUBLETTE
2023 04 APRIL,FALL RAINBOW,11037,4.1,MEEBOER LAKE,ALBANY
2023 04 APRIL,FALL RAINBOW,215,8.7,PINEDALE KIDS POND,SUBLETTE
2023 04 APRIL,FALL RAINBOW,513,8.7,ROCK SPRINGS POND,SWEETWATER
2023 04 APRIL,SNAKE RIVER CUTTHROAT,17979,4.6,DIAMOND LAKE,CARBON
2023 04 APRIL,SNAKE RIVER CUTTHROAT,2289,4.7,GELATT LAKE BIG,ALBANY
2023 04 APRIL,SNAKE RIVER CUTTHROAT,29446,4.7,GOLDENEYE RESERVOIR,NATRONA
2023 04 APRIL,SNAKE RIVER CUTTHROAT,23513,4.5,GREEN RIVER (B SANDY-CCC),SWEETWATER
2023 04 APRIL,SNAKE RIVER CUTTHROAT,4790,4.7,MEEBOER LAKE,ALBANY
2023 04 APRIL,WEST VIRGINIA RAINBOW,693,12.1,BRYAN STOCK TRAIL POND (LAKE MAKENZIE),NATRONA
2023 04 APRIL,YELLOWSTONE CUTTHROAT,195,19.1,BECK LAKE,PARK
2023 04 APRIL,YELLOWSTONE CUTTHROAT,316,7.1,IRMA MITIGATION POND,PARK
2023 04 APRIL,YELLOWSTONE CUTTHROAT,4068,7.1,LOWER SUNSHINE RESERVOIR,PARK
2023 04 APRIL,YELLOWSTONE CUTTHROAT,4977,7.1,SOUTH FORK DIKE POND,PARK
2023 04 APRIL,YELLOWSTONE CUTTHROAT,102,19.1,SOUTH WORLAND POND,WASHAKIE
2023 04 APRIL,YELLOWSTONE CUTTHROAT,9030,0.8,WINANTS SPRING CREEK,PARK
2023 03 MARCH,EAGLE LAKE RBT,332,14.9,JESSICA'S POND,NATRONA
2023 03 MARCH,YELLOWSTONE CUTTHROAT,401,19.1,BECK LAKE,PARK
2023 01 JANUARY,EAGLE LAKE RBT,322,15.2,JESSICA'S POND,NATRONA
2023 01 JANUARY,FALL RAINBOW,500,16.5,BRYAN STOCK TRAIL POND (LAKE MAKENZIE),NATRONA
2023 01 JANUARY,FALL RAINBOW,76,15.2,CCC POND,SUBLETTE
2023 01 JANUARY,FALL RAINBOW,248,14.6,YESNESS POND,NATRONA
2022 12 DECEMBER,FALL RAINBOW,112,14.6,BIG BEND POND #4,FREMONT
2022 12 DECEMBER,FALL RAINBOW,112,14.6,BIG BEND POND #5,FREMONT
2022 12 DECEMBER,FALL RAINBOW,112,14.6,BIG BEND POND #6,FREMONT
2022 12 DECEMBER,FALL RAINBOW,135,20.2,BOULDER LAKE,SUBLETTE
2022 12 DECEMBER,FALL RAINBOW,549,20.2,CROW RESERVOIR UPPER NORTH ,LARAMIE
2022 12 DECEMBER,FALL RAINBOW,1100,14.6,DEAVER RESERVOIR,PARK
2022 12 DECEMBER,FALL RAINBOW,549,20.2,GRANITE RES,LARAMIE
2022 12 DECEMBER,FALL RAINBOW,552,14.6,HORSESHOE RESERVOIR,BIG HORN
2022 12 DECEMBER,FALL RAINBOW,552,14.6,LUCKEY POND,FREMONT
2022 12 DECEMBER,FALL RAINBOW,220,14.6,PETE'S POND,FREMONT
2022 11 NOVEMBER,BEAR RIVER CUTTHROAT,23375,2.8,BOYSEN RESERVOIR,FREMONT
2022 11 NOVEMBER,EAGLE LAKE RBT,9990,2.8,BOYSEN RESERVOIR,FREMONT
2022 11 NOVEMBER,FALL RAINBOW,40575,8.1,BOYSEN RESERVOIR,FREMONT
2022 11 NOVEMBER,FALL RAINBOW,458,7.9,GUERNSEY SLOUGH,PLATTE
2022 11 NOVEMBER,FALL RAINBOW,498,7.9,HORSESHOE RESERVOIR,BIG HORN
2022 11 NOVEMBER,FALL RAINBOW,147824,8,PATHFINDER RESERVOIR,NATRONA
2022 11 NOVEMBER,FALL RAINBOW,120864,7.6,SEMINOE RESERVOIR,CARBON
2022 11 NOVEMBER,FALL RAINBOW,252,20.2,SLOANS LAKE,LARAMIE
2022 11 NOVEMBER,KOKANEE SALMON,15441,4.9,ALCOVA RESERVOIR,NATRONA
2022 11 NOVEMBER,WEST VIRGINIA RAINBOW,49106,8.4,ALCOVA RESERVOIR,NATRONA
2022 10 OCTOBER,BEAR RIVER CUTTHROAT,16533,3.7,ALCOVA RESERVOIR,NATRONA
2022 10 OCTOBER,BEAR RIVER CUTTHROAT,2460,3.3,BEULAH BELLE LAKE,NATRONA
2022 10 OCTOBER,BEAR RIVER CUTTHROAT,11024,4.2,BOYSEN RESERVOIR,FREMONT
2022 10 OCTOBER,BEAR RIVER CUTTHROAT,20036,3.7,NORTH PLATTE RIVER PPL-CO LI,CONVERSE
2022 10 OCTOBER,BEAR RIVER CUTTHROAT,49992,3.9,PATHFINDER RESERVOIR,NATRONA
2022 10 OCTOBER,BEAR RIVER CUTTHROAT,33002,3.7,SEMINOE RESERVOIR,CARBON
2022 10 OCTOBER,BEAR RIVER CUTTHROAT,27522,3.9,WILLOW LAKE,SUBLETTE
2022 10 OCTOBER,BLACK CRAPPIE,44590,2.1,GRAYROCKS RESERVOIR,PLATTE
2022 10 OCTOBER,BLACK CRAPPIE,4900,2.1,ROCK LAKE,PLATTE
2022 10 OCTOBER,BLACK CRAPPIE,9800,2.1,WHEATLAND RESERVOIR 1,PLATTE
2022 10 OCTOBER,BLUEGILL,22575,1.4,BIG SANDY RESERVOIR,SWEETWATER
2022 10 OCTOBER,BLUEGILL,9900,1.4,BRYAN STOCK TRAIL POND (LAKE MAKENZIE),NATRONA
2022 10 OCTOBER,BLUEGILL,34725,1.4,EDEN VALLEY RESERVOIR,SWEETWATER
2022 10 OCTOBER,BLUEGILL,1200,1.4,FAIRGROUNDS POND 2,SWEETWATER
2022 10 OCTOBER,BLUEGILL,12000,1.4,HORSESHOE RESERVOIR,BIG HORN
2022 10 OCTOBER,BLUEGILL,9825,1.4,J BAR U RESERVOIR,JOHNSON
2022 10 OCTOBER,BLUEGILL,18000,1.4,MAYLAND STOCK POND,BIG HORN
2022 10 OCTOBER,BLUEGILL,5625,1.4,SOUTH WORLAND POND,WASHAKIE
2022 10 OCTOBER,BLUEGILL,9825,1.4,TEXACO RESERVOIR,JOHNSON
2022 10 OCTOBER,BROOK TROUT,22374,4.5,SODA LAKE,SUBLETTE
2022 10 OCTOBER,BROWN TROUT,969,7,DEAVER RESERVOIR,PARK
2022 10 OCTOBER,EAGLE LAKE RBT,1002,4.3,BEULAH BELLE LAKE,NATRONA
2022 10 OCTOBER,EAGLE LAKE RBT,750,12.4,BRYAN STOCK TRAIL POND (LAKE MAKENZIE),NATRONA
2022 10 OCTOBER,EAGLE LAKE RBT,29559,3.1,FLAMING GORGE RESERVOIR,SWEETWATER
2022 10 OCTOBER,EAGLE LAKE RBT,20013,2.9,FREMONT LAKE,SUBLETTE
2022 10 OCTOBER,EAGLE LAKE RBT,9590,4.3,NORTH PLATTE RIVER GUER-GLEN,PLATTE
2022 10 OCTOBER,EAGLE LAKE RBT,20019,2.9,WILLOW LAKE,SUBLETTE
2022 10 OCTOBER,EAGLE LAKE RBT,252,11.9,YESNESS POND,NATRONA
2022 10 OCTOBER,FALL RAINBOW,252,8.2,BIG GOOSE CR(2 BEAVER CR),SHERIDAN
2022 10 OCTOBER,FALL RAINBOW,204,7.9,BLACK ELK POND,WESTON
2022 10 OCTOBER,FALL RAINBOW,801,7.9,BLACK HILLS POWER AND LIGHT RESERVOIR,WESTON
2022 10 OCTOBER,FALL RAINBOW,31201,7.3,BOYSEN RESERVOIR,FREMONT
2022 10 OCTOBER,FALL RAINBOW,302,8.2,BUFFALO WETLANDS POND,JOHNSON
2022 10 OCTOBER,FALL RAINBOW,71860,7.4,DESMET LAKE,JOHNSON
2022 10 OCTOBER,FALL RAINBOW,90347,7.1,FLAMING GORGE RESERVOIR,SWEETWATER
2022 10 OCTOBER,FALL RAINBOW,1602,8.2,GILLETTE FISHING LK,CAMPBELL
2022 10 OCTOBER,FALL RAINBOW,1004,8.2,KLEENBURN POND 1,SHERIDAN
2022 10 OCTOBER,FALL RAINBOW,600,6.3,LUCE RESERVOIR,PARK
2022 10 OCTOBER,FALL RAINBOW,302,8.2,MAVRAKIS FISHING POND,SHERIDAN
2022 10 OCTOBER,FALL RAINBOW,763,8.2,MEDICINE LAKE,CROOK
2022 10 OCTOBER,FALL RAINBOW,652,8.2,PANTHER POND,CAMPBELL
2022 10 OCTOBER,FALL RAINBOW,297,8.2,RANCHESTER CITY POND,SHERIDAN
2022 10 OCTOBER,FALL RAINBOW,16006,7.1,SEMINOE RESERVOIR,CARBON
2022 10 OCTOBER,FALL RAINBOW,104,8.2,SHERIDAN FAIRGROUND POND,SHERIDAN
2022 10 OCTOBER,FALL RAINBOW,2999,7.9,SLOANS LAKE,LARAMIE
2022 10 OCTOBER,FALL RAINBOW,153,8.2,SOLDIERS SAILORS POND,JOHNSON
2022 10 OCTOBER,FALL RAINBOW,400,8.2,SUNDANCE FAIRGROUND POND,CROOK
2022 10 OCTOBER,FALL RAINBOW,301,7.9,TURNER RESERVOIR,WESTON
2022 10 OCTOBER,FALL RAINBOW,3962,7.2,WHEATLAND RESERVOIR 3,ALBANY
2022 10 OCTOBER,GOLDEN TROUT,918,7.6,BROOKLYN LAKE BIG,ALBANY
2022 10 OCTOBER,GOLDEN TROUT,600,7.5,MEADOWLARK LAKE,BIG HORN
2022 10 OCTOBER,TIGER MUSKIE,710,7.8,HEALY RES,JOHNSON
2022 10 OCTOBER,TIGER TROUT (BKT X BNT),580,4.4,DOLLAR LAKE,SUBLETTE
2022 10 OCTOBER,YELLOWSTONE CUTTHROAT,8939,5,TONGUE RIVER NORTH,SHERIDAN
2022 09 SEPTEMBER,BEAR RIVER CUTTHROAT,30532,8.6,DESMET LAKE,JOHNSON
2022 09 SEPTEMBER,BEAR RIVER CUTTHROAT,800,8.9,UP ICE POND LOWER,UINTA
2022 09 SEPTEMBER,BROOK TROUT,820,5,FIDDLERS LAKE,FREMONT
2022 09 SEPTEMBER,BROOK TROUT,820,5,WORTHEN MEADOWS RESERVOIR,FREMONT
2022 09 SEPTEMBER,BROWN TROUT,200,7.8,KIEWIT HERB CREEK RESERVOIR 1,SHERIDAN
2022 09 SEPTEMBER,BROWN TROUT,12543,8.5,SULPHUR CREEK RESERVOIR,UINTA
2022 09 SEPTEMBER,BROWN TROUT,1100,6.2,WAGONHOUND CREEK,CARBON
2022 09 SEPTEMBER,COLORADO RIVER CUTTHROAT,150,10.6,MARBLETON TOWN POND,SUBLETTE
2022 09 SEPTEMBER,COLORADO RIVER CUTTHROAT,200,10.6,PINEDALE TOWN POND,SUBLETTE
2022 09 SEPTEMBER,EAGLE LAKE RBT,54835,8.3,BOYSEN RESERVOIR,FREMONT
2022 09 SEPTEMBER,EAGLE LAKE RBT,20456,8.3,DESMET LAKE,JOHNSON
2022 09 SEPTEMBER,EAGLE LAKE RBT,102437,3.5,NORTH PLATTE RIVER MIRACLE MILE,CARBON
2022 09 SEPTEMBER,FALL RAINBOW,250,13.5,BOULDER LAKE,SUBLETTE
2022 09 SEPTEMBER,FALL RAINBOW,5344,8.4,BOYSEN RESERVOIR,FREMONT
2022 09 SEPTEMBER,FALL RAINBOW,2523,9,BRYAN STOCK TRAIL POND (LAKE MAKENZIE),NATRONA
2022 09 SEPTEMBER,FALL RAINBOW,500,13.5,HALFMOON LAKE,SUBLETTE
2022 09 SEPTEMBER,FALL RAINBOW,20574,6.7,HATTIE LAKE,ALBANY
2022 09 SEPTEMBER,FALL RAINBOW,400,13.5,KEMMERER COMMUNITY POND,LINCOLN
2022 09 SEPTEMBER,FALL RAINBOW,2853,9,LAKE ABSARRACA,LARAMIE
2022 09 SEPTEMBER,FALL RAINBOW,2111,9.5,RING LAKE,FREMONT
2022 09 SEPTEMBER,FALL RAINBOW,2753,8.6,SAND LAKE,CARBON
2022 09 SEPTEMBER,FALL RAINBOW,1010,7.2,SIBLEY LAKE,SHERIDAN
2022 09 SEPTEMBER,FALL RAINBOW,13515,9.1,TRAIL LAKE,FREMONT
2022 09 SEPTEMBER,FALL RAINBOW,5000,6.8,TWIN BUTTES RES,ALBANY
2022 09 SEPTEMBER,FALL RAINBOW,49879,6.6,WHEATLAND RESERVOIR 3,ALBANY
2022 09 SEPTEMBER,GRAYLING,551,10,LUCKEY POND,FREMONT
2022 09 SEPTEMBER,LAKE TROUT,5464,4.8,PARK RESERVOIR,SHERIDAN
2022 09 SEPTEMBER,SNAKE RIVER CUTTHROAT,5049,6.5,SLIDE LAKE LOWER,TETON
2022 09 SEPTEMBER,SPLAKE,472,7.4,BROOKLYN LAKE BIG,ALBANY
2022 09 SEPTEMBER,SPLAKE,472,7.4,MARIE LAKE,CARBON
2022 09 SEPTEMBER,SPLAKE,474,7.4,TWIN LAKE CARBON SOUTH,CARBON
2022 09 SEPTEMBER,TIGER MUSKIE,180,7,BIG HORN RESERVOIR,JOHNSON
2022 09 SEPTEMBER,TIGER MUSKIE,228,7.8,RENNER RESERVOIR,BIG HORN
2022 09 SEPTEMBER,TIGER TROUT (BKT X BNT),1550,6.1,COOK LAKE,CROOK
2022 09 SEPTEMBER,TIGER TROUT (BKT X BNT),300,6.1,MUDDY GUARD RESERVOIR  1,JOHNSON
2022 09 SEPTEMBER,TIGER TROUT (BKT X BNT),1512,3.9,SAND LAKE,CARBON
2022 09 SEPTEMBER,TIGER TROUT (BKT X BNT),16642,6.2,SULPHUR CREEK RESERVOIR,UINTA
2022 09 SEPTEMBER,TIGER TROUT (BKT X BNT),11108,6.2,VIVA NAUGHTON RESERVOIR,LINCOLN
2022 09 SEPTEMBER,YELLOWSTONE CUTTHROAT,2201,4.3,FISH LAKE,FREMONT
2022 09 SEPTEMBER,YELLOWSTONE CUTTHROAT,201,13.5,KIEWIT HERB CREEK RESERVOIR 1,SHERIDAN
2022 09 SEPTEMBER,YELLOWSTONE CUTTHROAT,549,4.4,PELHAM LAKE,FREMONT
2022 08 AUGUST,COLORADO RIVER CUTTHROAT,2496,2.3,CLEAR CREEK LITTLE,LINCOLN
2022 08 AUGUST,COLORADO RIVER CUTTHROAT,1398,7.8,COTTONWOOD CREEK NORTH,SUBLETTE
2022 08 AUGUST,COLORADO RIVER CUTTHROAT,2158,2.6,FISH CREEK,SUBLETTE
2022 08 AUGUST,COLORADO RIVER CUTTHROAT,20098,2.6,LABARGE CREEK (USFS),LINCOLN
2022 08 AUGUST,EAGLE LAKE RBT,871,3.5,MEADOWLARK LAKE,BIG HORN
2022 08 AUGUST,EAGLE LAKE RBT,33,9.1,PINEY CRUISE DITCH,SHERIDAN
2022 08 AUGUST,FALL RAINBOW,2750,6.1,BIG SANDY RESERVOIR,SWEETWATER
2022 08 AUGUST,FALL RAINBOW,25062,5,HOG PARK RESERVOIR,CARBON
2022 08 AUGUST,FALL RAINBOW,10080,6.5,KEMMERER CITY RESERVOIR,LINCOLN
2022 08 AUGUST,FALL RAINBOW,60520,6.3,VIVA NAUGHTON RESERVOIR,LINCOLN
2022 08 AUGUST,GRAYLING,552,8.5,DIPPER LAKE,CARBON
2022 08 AUGUST,KOKANEE SALMON,21823,3.2,ROB ROY RESERVOIR,ALBANY
2022 08 AUGUST,SNAKE RIVER CUTTHROAT,2622,6.1,NORTH PLATTE RIVER GRAY-ALCO,NATRONA
2022 08 AUGUST,SNAKE RIVER CUTTHROAT,2000,5.6,R PARK POND,TETON
2022 08 AUGUST,SNAKE RIVER CUTTHROAT,2000,5.6,RAFTER J POND,TETON
2022 08 AUGUST,TIGER MUSKIE,180,5.3,FESTO LAKE,PLATTE
2022 08 AUGUST,TIGER MUSKIE,450,5.3,GLENDO WETLAND,PLATTE
2022 08 AUGUST,TIGER MUSKIE,810,5.3,LAK RESERVOIR,WESTON
2022 08 AUGUST,WALLEYE,7080,3,DEAVER RESERVOIR,PARK
2022 08 AUGUST,WALLEYE,18480,3,HARRINGTON RESERVOIR,BIG HORN
2022 08 AUGUST,WALLEYE,42470,2.5,HAWK SPRINGS RES,GOSHEN
2022 08 AUGUST,WALLEYE,11400,3,HEALY RES,JOHNSON
2022 08 AUGUST,WALLEYE,16440,3,LAK RESERVOIR,WESTON
2022 08 AUGUST,WALLEYE,6360,3,WARDELL RESERVOIR,BIG HORN
2022 08 AUGUST,YELLOWSTONE CUTTHROAT,50,10.5,ARROWHEAD POND,SHERIDAN
2022 08 AUGUST,YELLOWSTONE CUTTHROAT,100,10.5,BEAR LODGE POND,SHERIDAN
2022 08 AUGUST,YELLOWSTONE CUTTHROAT,50,10.5,COW CAMP LAKE,BIG HORN
2022 08 AUGUST,YELLOWSTONE CUTTHROAT,148,2.7,HIDDEN LAKE,PARK
2022 08 AUGUST,YELLOWSTONE CUTTHROAT,110,10.5,OWEN CREEK,SHERIDAN
2022 08 AUGUST,YELLOWSTONE CUTTHROAT,100,10.5,SHELL RANGER STATION POND,BIG HORN
2022 08 AUGUST,YELLOWSTONE CUTTHROAT,1158,10.5,WIND RIVER SECTION 2,FREMONT
2022 07 JULY,BEAR RIVER CUTTHROAT,6462,2.3,HATTIE LAKE,ALBANY
2022 07 JULY,BROOK TROUT,880,4,BANNER LAKE NORTH,CARBON
2022 07 JULY,BROOK TROUT,800,4,CASCADE LAKE,CARBON
2022 07 JULY,BROOK TROUT,296,3.2,CLENDENNING LAKE,FREMONT
2022 07 JULY,BROOK TROUT,1997,4.3,FIDDLERS LAKE,FREMONT
2022 07 JULY,BROOK TROUT,520,4,FIRE BOX LAKE,CARBON
2022 07 JULY,BROOK TROUT,296,3.2,HIDDEN LAKE,FREMONT
2022 07 JULY,BROOK TROUT,296,3.2,MURRAY LAKE,FREMONT
2022 07 JULY,BROOK TROUT,218,4.5,RAINBOW LAKE,FREMONT
2022 07 JULY,BROOK TROUT,530,6.2,TIE HACK RESERVOIR,JOHNSON
2022 07 JULY,COLORADO RIVER CUTTHROAT,432,4.3,ARCHIE POND,UINTA
2022 07 JULY,COLORADO RIVER CUTTHROAT,45,7,ASPEN POND,SUBLETTE
2022 07 JULY,COLORADO RIVER CUTTHROAT,210,12.7,BUCK CREEK RESERVOIR,SUBLETTE
2022 07 JULY,COLORADO RIVER CUTTHROAT,630,4.3,CANNON POND,UINTA
2022 07 JULY,COLORADO RIVER CUTTHROAT,459,6.8,COTTONWOOD CREEK NORTH,SUBLETTE
2022 07 JULY,COLORADO RIVER CUTTHROAT,450,7,COTTONWOOD CREEK SOUTH,SUBLETTE
2022 07 JULY,COLORADO RIVER CUTTHROAT,5247,6.8,HALFMOON LAKE,SUBLETTE
2022 07 JULY,COLORADO RIVER CUTTHROAT,1377,7,HALFMOON LAKE LITTLE,SUBLETTE
2022 07 JULY,COLORADO RIVER CUTTHROAT,915,7,HORSE CREEK,SUBLETTE
2022 07 JULY,COLORADO RIVER CUTTHROAT,1113,8.4,LABARGE CREEK (USFS),LINCOLN
2022 07 JULY,COLORADO RIVER CUTTHROAT,45,7,LAURIE POND,SUBLETTE
2022 07 JULY,COLORADO RIVER CUTTHROAT,84,4.3,MAX POND,UINTA
2022 07 JULY,COLORADO RIVER CUTTHROAT,46,7.1,NANTUCKET POND,SUBLETTE
